customer_id,customer_name,customer_tier,home_city,signup_date,is_active
C00042,Vikram_42,BRONZE,Jaipur,2023-03-03,Y
C00043,Karan_43,BRONZE,Pune,2025-05-12,Y
C00044,Vikram_44,SILVER,Hyderabad,2025-12-14,Y
C00045,Riya_45,SILVER,Noida,2025-12-17,Y
C00046,Vikram_46,BRONZE,Bangalore,2024-07-26,Y
C00047,Priya_47,SILVER,Noida,2024-01-25,Y
C00048,Amit_48,BRONZE,Chennai,2023-06-05,Y
C00049,Sneha_49,SILVER,Kolkata,2024-03-08,Y
C00050,Amit_50,BRONZE,Noida,2024-10-27,Y
C00051,Rahul_51,SILVER,Hyderabad,2023-05-29,Y
C00052,Karan_52,PLATINUM,Kolkata,2024-04-27,Y
C00053,Sneha_53,SILVER,Kolkata,2024-03-19,Y
C00054,Priya_54,BRONZE,Pune,2025-07-22,Y
C00055,Karan_55,BRONZE,Hyderabad,2024-02-22,Y
C00056,Priya_56,GOLD,Pune,2025-04-24,Y
C00057,Neha_57,BRONZE,Noida,2026-02-02,Y
C00058,Riya_58,BRONZE,Ahmedabad,2023-02-20,Y
C00059,Amit_59,BRONZE,Mumbai,2024-10-27,Y
C00060,Arjun_60,BRONZE,Hyderabad,2025-07-03,Y
C00061,Riya_61,BRONZE,Kolkata,2024-10-05,Y
C00062,Amit_62,BRONZE,Bangalore,2024-05-14,Y
C00063,Amit_63,BRONZE,Mumbai,2026-01-02,Y
C00064,Sneha_64,SILVER,Mumbai,2023-11-12,Y
C00065,Riya_65,SILVER,Ahmedabad,2025-11-26,Y
C00066,Karan_66,SILVER,Delhi,2024-09-22,Y
C00067,Rahul_67,BRONZE,Noida,2024-08-30,Y
C00068,Anuj_68,BRONZE,Delhi,2023-02-02,Y
C00069,Rahul_69,BRONZE,Jaipur,2024-06-16,Y
C00070,Priya_70,BRONZE,Delhi,2023-12-07,Y
C00071,Neha_71,GOLD,Mumbai,2025-03-21,Y
C00072,Vikram_72,GOLD,Delhi,2024-06-19,Y
C00073,Priya_73,BRONZE,Bangalore,2024-05-28,Y
C00074,Amit_74,SILVER,Hyderabad,2025-09-30,Y
C00075,Priya_75,GOLD,Chennai,2024-01-06,Y
C00076,Amit_76,BRONZE,Ahmedabad,2023-06-02,Y
C00077,Neha_77,BRONZE,Noida,2023-07-31,Y
C00078,Amit_78,GOLD,Delhi,2025-02-08,Y
C00079,Amit_79,BRONZE,Delhi,2023-06-17,Y
C00080,Vikram_80,BRONZE,Mumbai,2024-03-22,Y
C00081,Riya_81,GOLD,Noida,2025-12-07,Y
C00082,Anuj_82,GOLD,Noida,2025-05-21,Y
C00083,Rahul_83,SILVER,Delhi,2025-11-05,Y
C00084,Anuj_84,BRONZE,Pune,2025-04-16,Y
C00085,Neha_85,GOLD,Bangalore,2024-02-29,Y
C00086,Anuj_86,BRONZE,Bangalore,2025-02-27,Y
C00087,Arjun_87,SILVER,Mumbai,2024-05-06,Y
C00088,Riya_88,BRONZE,Jaipur,2023-10-29,Y
C00089,Rahul_89,BRONZE,Pune,2024-02-10,Y
C00090,Amit_90,BRONZE,Pune,2023-05-27,Y
C00091,Amit_91,BRONZE,Chennai,2025-06-06,Y
C00092,Riya_92,GOLD,Jaipur,2024-07-08,Y
C00093,Vikram_93,BRONZE,Kolkata,2025-03-29,Y
C00094,Rahul_94,GOLD,Kolkata,2023-05-07,Y
C00095,Vikram_95,SILVER,Bangalore,2025-02-13,Y
C00096,Rahul_96,SILVER,Kolkata,2023-12-27,Y
C00097,Amit_97,BRONZE,Jaipur,2023-11-11,Y
C00098,Arjun_98,GOLD,Noida,2024-02-24,Y
C00099,Riya_99,BRONZE,Mumbai,2023-11-16,Y
C00100,Arjun_100,BRONZE,Bangalore,2023-10-08,Y
C00101,Anuj_101,GOLD,Noida,2024-09-10,Y
C00102,Anuj_102,BRONZE,Chennai,2023-04-07,Y
C00103,Rahul_103,SILVER,Noida,2024-08-24,Y
C00104,Rahul_104,BRONZE,Bangalore,2023-04-09,Y
C00105,Anuj_105,BRONZE,Jaipur,2023-02-21,Y
C00106,Rahul_106,BRONZE,Hyderabad,2023-10-30,Y
C00107,Priya_107,BRONZE,Pune,2023-04-16,Y
C00108,Vikram_108,BRONZE,Bangalore,2023-04-19,Y
C00109,Karan_109,SILVER,Noida,2025-03-19,Y
C00110,Riya_110,GOLD,Jaipur,2025-12-27,Y
C00111,Amit_111,SILVER,Kolkata,2023-10-15,Y
C00112,Neha_112,SILVER,Hyderabad,2025-12-22,Y
C00113,Vikram_113,BRONZE,Bangalore,2023-04-22,Y
C00114,Karan_114,SILVER,Pune,2025-07-09,Y
C00115,Neha_115,BRONZE,Bangalore,2023-07-12,Y
C00116,Arjun_116,BRONZE,Jaipur,2025-07-21,Y
C00117,Priya_117,SILVER,Hyderabad,2025-12-23,Y
C00118,Sneha_118,BRONZE,Delhi,2025-11-17,Y
C00119,Riya_119,SILVER,Chennai,2025-07-07,Y
C00120,Riya_120,BRONZE,Hyderabad,2024-11-27,Y
C00121,Amit_121,SILVER,Chennai,2024-07-04,Y
C00122,Riya_122,GOLD,Bangalore,2024-06-01,Y
C00123,Neha_123,SILVER,Hyderabad,2025-06-04,Y
C00124,Priya_124,BRONZE,Hyderabad,2024-01-14,Y
C00125,Priya_125,BRONZE,Jaipur,2024-06-27,Y
C00126,Vikram_126,GOLD,Ahmedabad,2024-01-05,Y
C00127,Anuj_127,SILVER,Pune,2025-03-23,Y
C00128,Arjun_128,SILVER,Ahmedabad,2024-01-17,Y
C00129,Vikram_129,SILVER,Jaipur,2023-11-15,Y
C00130,Amit_130,BRONZE,Hyderabad,2024-04-15,Y
C00131,Karan_131,SILVER,Pune,2025-09-25,Y
C00132,Rahul_132,BRONZE,Delhi,2023-10-02,Y
C00133,Priya_133,GOLD,Hyderabad,2025-09-15,Y
C00134,Rahul_134,SILVER,Noida,2023-07-13,Y
C00135,Anuj_135,BRONZE,Pune,2025-01-06,Y
C00136,Amit_136,GOLD,Kolkata,2024-06-21,Y
C00137,Amit_137,BRONZE,Hyderabad,2024-11-15,Y
C00138,Neha_138,GOLD,Noida,2023-07-25,Y
C00139,Sneha_139,BRONZE,Noida,2026-01-01,Y
C00140,Karan_140,BRONZE,Kolkata,2025-12-04,Y
C00141,Arjun_141,SILVER,Mumbai,2024-05-22,Y
C00142,Sneha_142,SILVER,Bangalore,2023-11-19,Y
C00143,Sneha_143,BRONZE,Bangalore,2024-01-30,Y
C00144,Riya_144,BRONZE,Hyderabad,2026-02-17,Y
C00145,Sneha_145,BRONZE,Ahmedabad,2024-08-17,Y
C00146,Arjun_146,BRONZE,Hyderabad,2024-09-10,Y
C00147,Karan_147,PLATINUM,Pune,2023-07-21,Y
C00148,Riya_148,BRONZE,Chennai,2024-05-04,Y
C00149,Karan_149,SILVER,Bangalore,2023-05-19,Y
C00150,Anuj_150,GOLD,Chennai,2024-12-11,Y
C00151,Karan_151,SILVER,Mumbai,2025-09-13,Y
C00152,Arjun_152,PLATINUM,Bangalore,2023-10-05,Y
C00153,Karan_153,SILVER,Kolkata,2025-08-19,Y
C00154,Arjun_154,SILVER,Hyderabad,2024-03-28,Y
C00155,Karan_155,BRONZE,Delhi,2024-07-15,Y
C00156,Karan_156,SILVER,Mumbai,2025-08-11,Y
C00157,Sneha_157,BRONZE,Delhi,2025-11-14,Y
C00158,Rahul_158,BRONZE,Pune,2024-03-01,Y
C00159,Arjun_159,BRONZE,Hyderabad,2024-03-17,Y
C00160,Sneha_160,BRONZE,Mumbai,2024-04-25,Y
C00161,Riya_161,SILVER,Noida,2025-03-15,Y
C00162,Amit_162,BRONZE,Hyderabad,2024-04-07,Y
C00163,Neha_163,GOLD,Mumbai,2025-06-19,Y
C00164,Anuj_164,SILVER,Jaipur,2025-12-17,Y
C00165,Neha_165,SILVER,Pune,2025-08-29,Y
C00166,Amit_166,BRONZE,Jaipur,2023-04-15,Y
C00167,Priya_167,BRONZE,Noida,2026-01-30,Y
C00168,Amit_168,SILVER,Hyderabad,2024-09-19,Y
C00169,Amit_169,BRONZE,Jaipur,2024-02-22,Y
C00170,Karan_170,BRONZE,Ahmedabad,2023-06-30,Y
C00171,Rahul_171,SILVER,Chennai,2025-02-10,Y
C00172,Rahul_172,SILVER,Mumbai,2024-06-17,Y
C00173,Neha_173,BRONZE,Mumbai,2025-10-31,Y
C00174,Anuj_174,BRONZE,Hyderabad,2024-03-04,Y
C00175,Sneha_175,GOLD,Chennai,2024-04-29,Y
C00176,Vikram_176,BRONZE,Pune,2024-09-11,Y
C00177,Anuj_177,SILVER,Hyderabad,2023-09-14,Y
C00178,Sneha_178,SILVER,Mumbai,2023-03-08,Y
C00179,Priya_179,BRONZE,Mumbai,2023-04-04,Y
C00180,Arjun_180,BRONZE,Pune,2024-09-26,Y
C00181,Karan_181,GOLD,Hyderabad,2024-03-10,Y
C00182,Karan_182,BRONZE,Delhi,2025-07-01,Y
C00183,Riya_183,GOLD,Hyderabad,2024-07-13,Y
C00184,Sneha_184,SILVER,Kolkata,2025-10-08,Y
C00185,Karan_185,PLATINUM,Bangalore,2025-10-02,Y
C00186,Neha_186,BRONZE,Kolkata,2026-02-25,Y
C00187,Vikram_187,GOLD,Noida,2023-09-27,Y
C00188,Riya_188,SILVER,Mumbai,2023-05-20,Y
C00189,Arjun_189,PLATINUM,Pune,2024-04-01,Y
C00190,Arjun_190,SILVER,Kolkata,2025-07-11,Y
C00191,Anuj_191,GOLD,Mumbai,2023-10-20,Y
C00192,Sneha_192,PLATINUM,Kolkata,2024-08-17,Y
C00193,Priya_193,PLATINUM,Pune,2025-10-18,Y
C00194,Anuj_194,GOLD,Jaipur,2025-12-30,Y
C00195,Rahul_195,BRONZE,Jaipur,2024-05-14,Y
C00196,Amit_196,BRONZE,Mumbai,2026-03-08,Y
C00197,Sneha_197,SILVER,Ahmedabad,2024-04-29,Y
C00198,Sneha_198,BRONZE,Chennai,2025-01-23,Y
C00199,Amit_199,SILVER,Hyderabad,2026-04-12,Y
C00200,Neha_200,GOLD,Bangalore,2024-06-18,Y
C00201,Sneha_201,BRONZE,Noida,2024-12-06,Y
C00202,Sneha_202,BRONZE,Ahmedabad,2024-05-07,Y
C00203,Priya_203,BRONZE,Hyderabad,2023-03-27,Y
C00204,Neha_204,BRONZE,Pune,2024-09-21,Y
C00205,Amit_205,SILVER,Ahmedabad,2024-05-07,Y
C00206,Arjun_206,GOLD,Chennai,2024-03-06,Y
C00207,Amit_207,SILVER,Pune,2025-08-13,Y
C00208,Priya_208,SILVER,Noida,2023-12-04,Y
C00209,Sneha_209,SILVER,Ahmedabad,2026-02-03,Y
C00210,Vikram_210,BRONZE,Mumbai,2025-08-17,Y
C00211,Arjun_211,BRONZE,Kolkata,2024-06-22,N
C00212,Rahul_212,BRONZE,Mumbai,2025-11-19,Y
C00213,Riya_213,BRONZE,Noida,2025-02-25,Y
C00214,Vikram_214,SILVER,Chennai,2024-06-01,Y
C00215,Priya_215,BRONZE,Chennai,2025-01-09,Y
C00216,Priya_216,SILVER,Kolkata,2024-03-19,Y
C00217,Rahul_217,SILVER,Bangalore,2024-06-01,Y
C00218,Riya_218,BRONZE,Jaipur,2023-08-06,Y
C00219,Karan_219,BRONZE,Hyderabad,2024-06-24,Y
C00220,Riya_220,GOLD,Chennai,2026-01-22,Y
C00221,Riya_221,SILVER,Hyderabad,2023-11-13,Y
C00222,Neha_222,SILVER,Jaipur,2023-02-25,Y
C00223,Neha_223,SILVER,Bangalore,2023-10-24,Y
C00224,Amit_224,BRONZE,Hyderabad,2025-11-20,Y
C00225,Amit_225,SILVER,Chennai,2024-01-29,Y
C00226,Arjun_226,SILVER,Pune,2024-05-15,Y
C00227,Vikram_227,BRONZE,Bangalore,2023-02-13,Y
C00228,Riya_228,BRONZE,Bangalore,2024-06-09,Y
C00229,Rahul_229,GOLD,Jaipur,2026-01-27,Y
C00230,Rahul_230,SILVER,Noida,2024-10-30,Y
C00231,Amit_231,SILVER,Noida,2025-03-23,Y
C00232,Karan_232,BRONZE,Ahmedabad,2024-09-15,Y
C00233,Anuj_233,SILVER,Mumbai,2023-04-13,Y
C00234,Anuj_234,BRONZE,Hyderabad,2025-06-14,Y
C00235,Anuj_235,BRONZE,Kolkata,2024-11-30,Y
C00236,Amit_236,GOLD,Pune,2023-04-22,Y
C00237,Amit_237,GOLD,Jaipur,2025-09-15,Y
C00238,Anuj_238,SILVER,Mumbai,2023-02-18,Y
C00239,Sneha_239,BRONZE,Jaipur,2023-10-03,Y
C00240,Karan_240,BRONZE,Hyderabad,2023-10-04,Y
C00241,Karan_241,BRONZE,Kolkata,2023-08-31,Y
C00242,Anuj_242,BRONZE,Mumbai,2024-12-17,Y
C00243,Karan_243,BRONZE,Delhi,2024-11-04,Y
C00244,Riya_244,GOLD,Jaipur,2024-04-30,Y
C00245,Sneha_245,BRONZE,Jaipur,2024-09-05,Y
C00246,Amit_246,BRONZE,Ahmedabad,2024-11-29,Y
C00247,Amit_247,BRONZE,Mumbai,2023-07-20,Y
C00248,Neha_248,GOLD,Bangalore,2023-01-08,Y
C00249,Priya_249,BRONZE,Pune,2023-11-19,Y
C00250,Anuj_250,SILVER,Mumbai,2023-11-25,Y
C00251,Rahul_251,SILVER,Delhi,2023-08-13,Y
C00252,Priya_252,BRONZE,Noida,2023-01-10,Y
C00253,Rahul_253,SILVER,Bangalore,2024-06-22,Y
C00254,Vikram_254,BRONZE,Delhi,2025-05-23,Y
C00255,Amit_255,BRONZE,Pune,2023-11-02,Y
C00256,Priya_256,BRONZE,Chennai,2024-09-25,Y
C00257,Karan_257,SILVER,Jaipur,2024-04-08,Y
C00258,Neha_258,BRONZE,Pune,2024-09-27,Y
C00259,Neha_259,BRONZE,Mumbai,2026-03-12,Y
C00260,Karan_260,BRONZE,Hyderabad,2025-01-18,Y
C00261,Rahul_261,SILVER,Pune,2023-07-14,Y
C00262,Amit_262,BRONZE,Ahmedabad,2023-06-18,Y
C00263,Vikram_263,GOLD,Pune,2023-02-08,Y
C00264,Rahul_264,BRONZE,Bangalore,2026-03-12,Y
C00265,Amit_265,SILVER,Kolkata,2023-05-03,Y
C00266,Karan_266,SILVER,Hyderabad,2023-01-12,Y
C00267,Karan_267,BRONZE,Delhi,2023-02-07,Y
C00268,Rahul_268,SILVER,Bangalore,2025-02-11,Y
C00269,Riya_269,SILVER,Pune,2025-01-21,Y
C00270,Vikram_270,SILVER,Jaipur,2023-07-25,Y
C00271,Karan_271,GOLD,Kolkata,2025-07-13,Y
C00272,Karan_272,GOLD,Noida,2025-03-29,Y
C00273,Rahul_273,BRONZE,Chennai,2024-03-05,Y
C00274,Riya_274,SILVER,Chennai,2024-12-19,Y
C00275,Anuj_275,SILVER,Mumbai,2025-08-12,Y
C00276,Amit_276,SILVER,Ahmedabad,2025-12-24,Y
C00277,Arjun_277,SILVER,Delhi,2025-02-10,Y
C00278,Priya_278,GOLD,Hyderabad,2024-04-14,Y
C00279,Neha_279,BRONZE,Delhi,2023-06-08,Y
C00280,Anuj_280,BRONZE,Hyderabad,2025-04-09,Y
C00281,Neha_281,BRONZE,Kolkata,2025-01-29,Y
C00282,Vikram_282,GOLD,Noida,2023-06-06,Y
C00283,Sneha_283,SILVER,Bangalore,2025-10-19,Y
C00284,Amit_284,BRONZE,Jaipur,2024-02-01,Y
C00285,Amit_285,GOLD,Delhi,2026-01-26,Y
C00286,Neha_286,BRONZE,Pune,2024-02-24,Y
C00287,Sneha_287,GOLD,Chennai,2024-04-17,Y
C00288,Riya_288,BRONZE,Bangalore,2025-05-22,Y
C00289,Neha_289,BRONZE,Chennai,2023-03-07,Y
C00290,Riya_290,BRONZE,Jaipur,2025-10-08,Y
C00291,Karan_291,BRONZE,Noida,2023-06-26,Y
C00292,Arjun_292,SILVER,Noida,2025-06-22,Y
C00293,Arjun_293,BRONZE,Chennai,2024-06-09,Y
C00294,Neha_294,BRONZE,Pune,2024-12-25,Y
C00295,Neha_295,SILVER,Pune,2025-02-26,Y
C00296,Karan_296,GOLD,Bangalore,2024-12-27,Y
C00297,Priya_297,SILVER,Noida,2025-07-29,Y
C00298,Amit_298,SILVER,Chennai,2024-02-18,Y
C00299,Priya_299,SILVER,Delhi,2025-04-25,Y
C00300,Vikram_300,BRONZE,Delhi,2023-04-26,Y
C00301,Priya_301,GOLD,Chennai,2024-05-29,Y
C00302,Rahul_302,BRONZE,Ahmedabad,2024-03-18,Y
C00303,Arjun_303,BRONZE,Hyderabad,2023-11-15,Y
C00304,Anuj_304,BRONZE,Chennai,2025-01-27,Y
C00305,Arjun_305,BRONZE,Bangalore,2023-09-09,Y
C00306,Anuj_306,GOLD,Pune,2024-02-06,Y
C00307,Priya_307,SILVER,Chennai,2025-03-11,Y
C00308,Arjun_308,GOLD,Bangalore,2026-02-21,Y
C00309,Priya_309,GOLD,Jaipur,2023-05-11,Y
C00310,Anuj_310,GOLD,Noida,2025-01-14,Y
C00311,Arjun_311,GOLD,Bangalore,2024-02-03,Y
C00312,Priya_312,SILVER,Chennai,2024-01-06,Y
C00313,Amit_313,BRONZE,Kolkata,2023-10-15,Y
C00314,Riya_314,PLATINUM,Chennai,2025-01-05,Y
C00315,Rahul_315,SILVER,Jaipur,2024-03-12,Y
C00316,Priya_316,BRONZE,Pune,2023-07-27,Y
C00317,Vikram_317,SILVER,Delhi,2026-03-31,Y
C00318,Vikram_318,BRONZE,Delhi,2025-07-15,Y
C00319,Sneha_319,SILVER,Bangalore,2026-03-10,Y
C00320,Riya_320,BRONZE,Bangalore,2026-03-18,Y
C00321,Arjun_321,BRONZE,Pune,2025-12-02,Y
C00322,Anuj_322,BRONZE,Ahmedabad,2024-10-04,Y
C00323,Neha_323,BRONZE,Kolkata,2024-02-13,Y
C00324,Riya_324,BRONZE,Bangalore,2025-02-04,Y
C00325,Rahul_325,GOLD,Delhi,2025-03-05,Y
C00326,Neha_326,BRONZE,Kolkata,2026-04-11,Y
C00327,Arjun_327,SILVER,Ahmedabad,2023-08-05,Y
C00328,Amit_328,SILVER,Mumbai,2025-11-22,Y
C00329,Riya_329,GOLD,Hyderabad,2023-02-20,Y
C00330,Arjun_330,SILVER,Hyderabad,2025-06-22,Y
C00331,Sneha_331,BRONZE,Ahmedabad,2023-12-26,Y
C00332,Arjun_332,BRONZE,Hyderabad,2025-11-22,Y
C00333,Sneha_333,SILVER,Chennai,2025-11-24,Y
C00334,Anuj_334,BRONZE,Delhi,2026-03-26,Y
C00335,Neha_335,SILVER,Pune,2024-01-31,Y
C00336,Anuj_336,SILVER,Delhi,2024-10-03,Y
C00337,Vikram_337,GOLD,Jaipur,2025-06-27,Y
C00338,Vikram_338,BRONZE,Hyderabad,2023-04-08,Y
C00339,Priya_339,BRONZE,Noida,2025-10-09,Y
C00340,Rahul_340,SILVER,Mumbai,2023-11-07,Y
C00341,Neha_341,BRONZE,Kolkata,2024-11-08,Y
C00342,Amit_342,GOLD,Mumbai,2026-02-05,Y
C00343,Vikram_343,SILVER,Noida,2025-06-10,Y
C00344,Arjun_344,SILVER,Delhi,2023-01-20,Y
C00345,Sneha_345,GOLD,Pune,2024-12-07,Y
C00346,Arjun_346,GOLD,Pune,2024-09-03,Y
C00347,Neha_347,SILVER,Pune,2025-08-25,Y
C00348,Anuj_348,SILVER,Ahmedabad,2024-01-14,Y
C00349,Rahul_349,BRONZE,Mumbai,2023-11-01,Y
C00350,Arjun_350,SILVER,Hyderabad,2023-06-20,Y
C00351,Anuj_351,BRONZE,Delhi,2025-01-15,Y
C00352,Karan_352,PLATINUM,Chennai,2026-02-19,Y
C00353,Arjun_353,BRONZE,Chennai,2025-09-27,Y
C00354,Sneha_354,BRONZE,Hyderabad,2025-03-08,Y
C00355,Neha_355,BRONZE,Mumbai,2024-02-16,Y
C00356,Riya_356,SILVER,Pune,2024-06-22,Y
C00357,Arjun_357,SILVER,Bangalore,2023-12-04,Y
C00358,Neha_358,BRONZE,Chennai,2024-05-03,Y
C00359,Anuj_359,GOLD,Jaipur,2024-04-03,Y
C00360,Sneha_360,BRONZE,Bangalore,2023-05-17,Y
C00361,Priya_361,PLATINUM,Bangalore,2025-05-25,Y
C00362,Vikram_362,GOLD,Ahmedabad,2025-04-25,Y
C00363,Karan_363,SILVER,Delhi,2025-03-31,Y
C00364,Riya_364,BRONZE,Delhi,2024-05-07,Y
C00365,Rahul_365,GOLD,Jaipur,2024-04-17,Y
C00366,Sneha_366,SILVER,Hyderabad,2024-09-01,Y
C00367,Sneha_367,BRONZE,Kolkata,2025-04-03,Y
C00368,Priya_368,PLATINUM,Jaipur,2023-06-12,Y
C00369,Riya_369,BRONZE,Jaipur,2026-03-29,Y
C00370,Rahul_370,GOLD,Ahmedabad,2024-04-11,Y
C00371,Rahul_371,PLATINUM,Delhi,2024-09-14,Y
C00372,Riya_372,GOLD,Kolkata,2025-01-01,Y
C00373,Sneha_373,SILVER,Delhi,2024-09-05,Y
C00374,Neha_374,BRONZE,Delhi,2024-03-14,Y
C00375,Priya_375,BRONZE,Ahmedabad,2026-04-13,Y
C00376,Anuj_376,GOLD,Bangalore,2024-12-01,Y
C00377,Neha_377,SILVER,Chennai,2026-02-15,Y
C00378,Rahul_378,SILVER,Pune,2025-08-22,Y
C00379,Riya_379,SILVER,Noida,2025-12-29,Y
C00380,Amit_380,PLATINUM,Delhi,2023-04-30,Y
C00381,Rahul_381,PLATINUM,Hyderabad,2024-03-27,Y
C00382,Karan_382,SILVER,Pune,2026-01-07,Y
C00383,Neha_383,SILVER,Delhi,2023-02-21,Y
C00384,Riya_384,BRONZE,Delhi,2024-01-11,Y
C00385,Arjun_385,BRONZE,Hyderabad,2023-09-07,Y
C00386,Anuj_386,SILVER,Delhi,2026-03-18,Y
C00387,Riya_387,GOLD,Kolkata,2024-04-08,Y
C00388,Anuj_388,GOLD,Jaipur,2023-12-11,Y
C00389,Anuj_389,BRONZE,Chennai,2025-09-05,Y
C00390,Sneha_390,PLATINUM,Ahmedabad,2023-01-24,Y
C00391,Rahul_391,SILVER,Hyderabad,2023-02-23,Y
C00392,Arjun_392,SILVER,Mumbai,2025-08-14,Y
C00393,Neha_393,GOLD,Delhi,2023-08-07,Y
C00394,Rahul_394,GOLD,Hyderabad,2025-02-23,Y
C00395,Priya_395,BRONZE,Mumbai,2023-05-27,Y
C00396,Priya_396,BRONZE,Hyderabad,2024-05-27,Y
C00397,Neha_397,GOLD,Ahmedabad,2023-04-08,Y
C00398,Sneha_398,GOLD,Hyderabad,2025-02-14,Y
C00399,Riya_399,SILVER,Hyderabad,2024-01-29,Y
C00400,Sneha_400,SILVER,Kolkata,2023-05-22,Y
C00401,Priya_401,GOLD,Chennai,2023-09-04,Y
C00402,Priya_402,GOLD,Chennai,2023-02-01,Y
C00403,Anuj_403,BRONZE,Bangalore,2025-01-19,Y
C00404,Karan_404,SILVER,Jaipur,2023-02-21,Y
C00405,Sneha_405,SILVER,Bangalore,2024-12-19,Y
C00406,Priya_406,BRONZE,Chennai,2023-09-04,Y
C00407,Anuj_407,GOLD,Hyderabad,2023-06-26,Y
C00408,Arjun_408,BRONZE,Pune,2023-08-06,Y
C00409,Vikram_409,GOLD,Noida,2024-01-20,Y
C00410,Sneha_410,SILVER,Mumbai,2025-03-02,Y
C00411,Priya_411,BRONZE,Delhi,2023-08-03,Y
C00412,Priya_412,GOLD,Hyderabad,2023-03-20,Y
C00413,Neha_413,BRONZE,Delhi,2023-06-27,Y
C00414,Arjun_414,SILVER,Hyderabad,2025-05-04,Y
C00415,Rahul_415,BRONZE,Mumbai,2024-01-13,Y
C00416,Karan_416,SILVER,Hyderabad,2025-06-21,Y
C00417,Neha_417,SILVER,Hyderabad,2023-04-16,Y
C00418,Riya_418,BRONZE,Jaipur,2025-11-20,Y
C00419,Priya_419,BRONZE,Ahmedabad,2024-09-12,Y
C00420,Neha_420,PLATINUM,Ahmedabad,2025-09-10,Y
C00421,Vikram_421,BRONZE,Chennai,2024-07-16,Y
C00422,Anuj_422,GOLD,Chennai,2024-02-13,N
C00423,Karan_423,BRONZE,Jaipur,2023-04-11,Y
C00424,Arjun_424,BRONZE,Ahmedabad,2023-11-23,Y
C00425,Arjun_425,BRONZE,Pune,2024-07-05,Y
C00426,Priya_426,SILVER,Bangalore,2023-04-25,Y
C00427,Arjun_427,SILVER,Pune,2024-07-05,Y
C00428,Anuj_428,GOLD,Delhi,2025-10-31,Y
C00429,Neha_429,SILVER,Hyderabad,2023-04-26,Y
C00430,Arjun_430,BRONZE,Mumbai,2026-03-17,Y
C00431,Rahul_431,SILVER,Noida,2023-10-11,Y
C00432,Vikram_432,BRONZE,Pune,2023-04-03,Y
C00433,Sneha_433,SILVER,Jaipur,2024-06-14,Y
C00434,Rahul_434,PLATINUM,Jaipur,2023-07-19,Y
C00435,Anuj_435,GOLD,Noida,2026-03-07,Y
C00436,Neha_436,BRONZE,Bangalore,2025-03-24,Y
C00437,Arjun_437,SILVER,Noida,2024-08-05,Y
C00438,Amit_438,BRONZE,Pune,2023-07-28,Y
C00439,Rahul_439,GOLD,Jaipur,2023-05-31,Y
